Make,Model,VehicleClass,EngineSize,Cylinders,FuelConsumptionCity,CO2Emissions
JAGUAR,F-TYPE Coupe,TWO-SEATER,2,4,10.2,215
JAGUAR,F-TYPE Coupe,TWO-SEATER,3,6,11.9,242
JAGUAR,F-TYPE Coupe,TWO-SEATER,3,6,14.9,296
JAGUAR,F-TYPE Coupe R-Dynamic,TWO-SEATER,3,6,12.4,253
JAGUAR,F-TYPE Coupe R-Dynamic,TWO-SEATER,3,6,15.3,302
JAGUAR,F-TYPE Coupe R-Dynamic AWD,TWO-SEATER,3,6,13,265
JAGUAR,F-TYPE R AWD Convertible,TWO-SEATER,5,8,15.6,311
JAGUAR,F-TYPE R AWD Coupe,TWO-SEATER,5,8,15.6,311
JAGUAR,XE 20d AWD,COMPACT,2,4,7.8,186
JAGUAR,XE 25t AWD,COMPACT,2,4,9.8,200
JAGUAR,XE 35t AWD,COMPACT,3,6,11.8,238
JAGUAR,XF 20d AWD,MID-SIZE,2,4,7.8,186
JAGUAR,XF 25t AWD,MID-SIZE,2,4,10.1,207
JAGUAR,XF 35t AWD,MID-SIZE,3,6,12,243
JAGUAR,XJ R-Sport AWD,FULL-SIZE,3,6,14,276
JAGUAR,XJL Portfolio AWD,FULL-SIZE,3,6,14,280
JAGUAR,XJR LWB,FULL-SIZE,5,8,15.8,313
JEEP,Cherokee,SUV - SMALL,2,4,10.4,214
JEEP,Cherokee,SUV - SMALL,2.4,4,10.8,219
JEEP,Cherokee,SUV - SMALL,3.2,6,11.9,240
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,2,4,11.2,229
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,2.4,4,11.2,230
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,3.2,6,12.2,249
JEEP,Cherokee 4X4 Active Drive II,SUV - SMALL,2,4,11.5,240
JEEP,Cherokee 4X4 Active Drive II,SUV - SMALL,3.2,6,12.8,259
JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,2,4,11.8,249
JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,3.2,6,12.9,269
JEEP,Compass,SUV - SMALL,2.4,4,10.6,218
JEEP,Compass,SUV - SMALL,2.4,4,10.4,211
JEEP,Compass 4X4,SUV - SMALL,2.4,4,10.8,222
JEEP,Compass 4X4,SUV - SMALL,2.4,4,10.8,221
JEEP,Grand Cherokee 4X4,SUV - STANDARD,3.6,6,12.7,265
JEEP,Grand Cherokee 4X4,SUV - STANDARD,5.7,8,16.7,331
JEEP,Grand Cherokee 4X4 EcoDiesel,SUV - STANDARD,3,6,11.2,268
JEEP,Grand Cherokee 4X4 SRT,SUV - STANDARD,6.4,8,18.3,368
JEEP,Grand Cherokee 4X4 Trackhawk,SUV - STANDARD,6.2,8,20.9,413
JEEP,Renegade,SUV - SMALL,1.3,4,9.8,204
JEEP,Renegade,SUV - SMALL,2.4,4,10.8,222
JEEP,Renegade 4X4,SUV - SMALL,1.3,4,10.1,216
JEEP,Renegade 4X4,SUV - SMALL,2.4,4,11.2,230
JEEP,Renegade 4X4 Trailhawk,SUV - SMALL,1.3,4,10.8,230
JEEP,Wrangler JL 4X4,SUV - SMALL,2,4,10.5,233
JEEP,Wrangler JL 4X4,SUV - SMALL,3.6,6,12.8,274
JEEP,Wrangler JL 4X4,SUV - SMALL,3.6,6,13.7,277
JEEP,Wrangler JL Unlimited 4X4,SUV - SMALL,2,4,10.9,245
JEEP,Wrangler JL Unlimited 4X4,SUV - SMALL,3.6,6,12.9,275
JEEP,Wrangler JL Unlimited 4X4,SUV - SMALL,3.6,6,13.8,285
KIA,Cadenza,FULL-SIZE,3.3,6,11.6,238
KIA,Forte,MID-SIZE,2,4,7.7,164
KIA,Forte,MID-SIZE,2,4,8.6,180
KIA,Niro,STATION WAGON - SMALL,1.6,4,4.6,114
KIA,Niro FE,STATION WAGON - SMALL,1.6,4,4.5,110
KIA,Niro Touring,STATION WAGON - SMALL,1.6,4,5.1,129
KIA,Optima,FULL-SIZE,2,4,11.2,230
KIA,Optima,FULL-SIZE,2.4,4,9.5,199
KIA,Optima Hybrid,MID-SIZE,2,4,6.1,133
KIA,Rio,COMPACT,1.6,4,8.5,177
KIA,Rio,COMPACT,1.6,4,8.3,175
KIA,Sedona,MINIVAN,3.3,6,12.7,272
KIA,Sorento,SUV - SMALL,2.4,4,10.7,225
KIA,Sorento AWD,SUV - SMALL,2.4,4,11.2,242
KIA,Sorento AWD,SUV - SMALL,3.3,6,12.5,265
KIA,Soul,STATION WAGON - SMALL,1.6,4,9.1,199
KIA,Soul,STATION WAGON - SMALL,1.6,4,9,198
KIA,Soul,STATION WAGON - SMALL,2,4,9.5,206
KIA,Sportage,SUV - SMALL,2.4,4,10.3,218
KIA,Sportage AWD,SUV - SMALL,2,4,11.9,263
KIA,Sportage AWD,SUV - SMALL,2.4,4,11.3,247
KIA,Stinger AWD,MID-SIZE,2,4,11.1,229
KIA,Stinger AWD,MID-SIZE,3.3,6,13.6,279
LAMBORGHINI,Aventador Coupe,TWO-SEATER,6.5,12,26.3,487
LAMBORGHINI,Aventador Roadster,TWO-SEATER,6.5,12,26.6,493
LAMBORGHINI,Huracan Coupe,TWO-SEATER,5.2,10,18.1,366
LAMBORGHINI,Huracan Coupe AWD,TWO-SEATER,5.2,10,17.9,370
LAMBORGHINI,Huracan Spyder,TWO-SEATER,5.2,10,18.1,366
LAMBORGHINI,Huracan Spyder AWD,TWO-SEATER,5.2,10,17.9,370
LAMBORGHINI,Huracan Performante Coupe,TWO-SEATER,5.2,10,17.9,370
LAMBORGHINI,Huracan Performante Spyder,TWO-SEATER,5.2,10,17.9,370
LAMBORGHINI,Urus,SUV - STANDARD,4,8,19.2,384
LAND ROVER,Discovery,SUV - STANDARD,3,6,14.8,311
LAND ROVER,Discovery TD6 Diesel,SUV - STANDARD,3,6,11.3,279
LAND ROVER,Discovery Sport,SUV - SMALL,2,4,11.4,246
LAND ROVER,Range Rover 3.0,SUV - STANDARD,3,6,14.1,291
LAND ROVER,Range Rover TD6 Diesel,SUV - STANDARD,3,6,10.7,256
LAND ROVER,Range Rover 5.0 Supercharged,SUV - STANDARD,5,8,14.4,305
LAND ROVER,Range Rover SVAutobiography LWB,SUV - STANDARD,5,8,17.9,365
LAND ROVER,Range Rover Sport 3.0,SUV - STANDARD,3,6,14.1,291
LAND ROVER,Range Rover Sport TD6 Diesel,SUV - STANDARD,3,6,10.7,256
LAND ROVER,Range Rover Sport Supercharged,SUV - STANDARD,5,8,14.1,294
LAND ROVER,Range Rover Evoque,SUV - SMALL,2,4,10.9,225
LAND ROVER,Range Rover Evoque Convertible,SUV - SMALL,2,4,11.2,231
LAND ROVER,Range Rover Velar D180,SUV - SMALL,2,4,9.2,229
LAND ROVER,Range Rover Velar P300,SUV - SMALL,2,4,11.7,248
LAND ROVER,Range Rover Velar P380,SUV - SMALL,3,6,13,273
LEXUS,ES 300h,MID-SIZE,2.5,4,5.5,124
LEXUS,ES 350,MID-SIZE,3.5,6,10.6,211
LEXUS,ES 350 F SPORT,MID-SIZE,3.5,6,10.9,219
LEXUS,GS 350 AWD,MID-SIZE,3.5,6,12.3,254
LEXUS,GS F,COMPACT,5,8,14.9,293
LEXUS,GX 460,SUV - STANDARD,4.6,8,16,341
LEXUS,IS 300,COMPACT,2,4,11,220
LEXUS,IS 300 AWD,COMPACT,3.5,6,12.3,254
LEXUS,IS 350 AWD,COMPACT,3.5,6,12.3,254
LEXUS,LC 500,SUBCOMPACT,5,8,15.1,294
LEXUS,LC 500h,SUBCOMPACT,3.5,6,9,189
LEXUS,LS 500 AWD,MID-SIZE,3.4,6,13.1,261
LEXUS,LS 500h AWD,MID-SIZE,3.5,6,10.3,214
LEXUS,LX 570,SUV - STANDARD,5.7,8,18.2,371
LEXUS,NX 300 AWD,SUV - SMALL,2,4,10.7,226
LEXUS,NX 300 AWD F SPORT,SUV - SMALL,2,4,10.8,232
LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,7.2,176
LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,13.1,262
LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,13.1,262
LEXUS,RC F,SUBCOMPACT,5,8,15.2,289
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,12.2,252
LEXUS,RX 350 L AWD,SUV - SMALL,3.5,6,13.1,268
LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,7.5,185
LEXUS,RX 450h L AWD,SUV - STANDARD,3.5,6,8.1,190
LEXUS,UX 200,MID-SIZE,2,4,8,168
LEXUS,UX 250h,COMPACT,2,4,5.5,130
LEXUS,UX 250h AWD,COMPACT,2,4,5.7,140
LINCOLN,Continental AWD,FULL-SIZE,2.7,6,14,281
LINCOLN,Continental AWD,FULL-SIZE,3,6,14.5,289
LINCOLN,Continental AWD,FULL-SIZE,3.7,6,14.3,287
LINCOLN,MKC AWD,SUV - SMALL,2,4,12.3,257
LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,2,4,12.2,256
LINCOLN,MKC AWD,SUV - SMALL,2.3,4,13.1,270
LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,15.7,322
LINCOLN,MKT Livery AWD,SPECIAL PURPOSE VEHICLE,3.7,6,14.7,297
LINCOLN,MKZ AWD,MID-SIZE,2,4,12.1,245
LINCOLN,MKZ AWD,MID-SIZE,3,6,14,278
LINCOLN,MKZ Hybrid,MID-SIZE,2,4,5.7,139
LINCOLN,Nautilus,SUV - SMALL,2,4,12,250
LINCOLN,Nautilus,SUV - SMALL,2.7,6,12.6,259
LINCOLN,Navigator 4X4,SUV - STANDARD,3.5,6,15,314
MASERATI,Ghibli,MID-SIZE,3,6,14.1,286
MASERATI,Ghibli S,MID-SIZE,3,6,14.7,295
MASERATI,Ghibli SQ4,MID-SIZE,3,6,14.7,295
MASERATI,GranTurismo Convertible,SUBCOMPACT,4.7,8,17.8,354
MASERATI,Levante,SUV - STANDARD,3,6,15.9,324
MASERATI,Levante S,SUV - STANDARD,3,6,16.1,330
MASERATI,Levante GTS,SUV - STANDARD,3.8,8,17.9,360
MASERATI,Levante Trofeo,SUV - STANDARD,3.8,8,17.9,360
MASERATI,Quattroporte S,FULL-SIZE,3,6,15.1,299
MASERATI,Quattroporte SQ4,FULL-SIZE,3,6,15,301
MASERATI,Quattroporte GTS,FULL-SIZE,3.8,8,16,321
MAZDA,CX-3,COMPACT,2,4,8.3,179
MAZDA,CX-3,COMPACT,2,4,8.8,186
MAZDA,CX-3 4WD,COMPACT,2,4,8.6,189
MAZDA,CX-5,SUV - SMALL,2,4,9.7,206
MAZDA,CX-5,SUV - SMALL,2.5,4,9.7,206
MAZDA,CX-5 (Cylinder Deactivation),SUV - SMALL,2.5,4,9.3,201
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,10.2,217
MAZDA,CX-5 4WD (Cylinder Deactivation),SUV - SMALL,2.5,4,9.8,208
MAZDA,CX-5 Turbo 4WD,SUV - SMALL,2.5,4,10.8,230
MAZDA,CX-5 Diesel 4WD,SUV - SMALL,2.2,4,8.9,227
MAZDA,CX-9,SUV - SMALL,2.5,4,10.6,225
MAZDA,CX-9 4WD,SUV - SMALL,2.5,4,11.6,244
MAZDA,Mazda3 4-Door,COMPACT,2,4,8.4,178
MAZDA,Mazda3 4-Door (SIL),COMPACT,2,4,8.7,180
MAZDA,Mazda3 4-Door,COMPACT,2.5,4,8.8,181
MAZDA,Mazda3 4-Door (Cylinder Deactivation),COMPACT,2.5,4,8.8,183
MAZDA,Mazda3 4-Door 4WD,COMPACT,2.5,4,9.2,192
MAZDA,Mazda3 5-Door,MID-SIZE,2,4,8.6,181
MAZDA,Mazda3 5-Door (SIL),MID-SIZE,2,4,8.7,181
MAZDA,Mazda3 5-Door,MID-SIZE,2.5,4,9,187
MAZDA,Mazda3 5-Door,MID-SIZE,2.5,4,9.2,189
MAZDA,Mazda3 5-Door 4WD,MID-SIZE,2.5,4,9.8,204
MAZDA,Mazda6,MID-SIZE,2.5,4,9.1,187
MAZDA,Mazda6 Turbo,MID-SIZE,2.5,4,10,208
MAZDA,MX-5,TWO-SEATER,2,4,9,186
MAZDA,MX-5 (SIL),TWO-SEATER,2,4,9,189
MERCEDES-BENZ,A 220,SUBCOMPACT,2,4,9.7,195
MERCEDES-BENZ,A 220 4MATIC,SUBCOMPACT,2,4,9.6,199
MERCEDES-BENZ,A 250,STATION WAGON - SMALL,2,4,9.4,192
MERCEDES-BENZ,A 250 4MATIC,STATION WAGON - SMALL,2,4,9.9,201
MERCEDES-BENZ,AMG C 43 4MATIC,COMPACT,3,6,12.4,253
MERCEDES-BENZ,AMG C 43 4MATIC Cabriolet,SUBCOMPACT,3,6,12.7,263
MERCEDES-BENZ,AMG C 43 4MATIC Coupe,SUBCOMPACT,3,6,12.9,255
MERCEDES-BENZ,AMG C 43 4MATIC Wagon,STATION WAGON - SMALL,3,6,12.4,255
MERCEDES-BENZ,AMG C 63,COMPACT,4,8,13.2,263
MERCEDES-BENZ,AMG C 63 S,COMPACT,4,8,13.2,263
MERCEDES-BENZ,AMG C 63 S Cabriolet,SUBCOMPACT,4,8,13.9,282
MERCEDES-BENZ,AMG C 63 S Coupe,SUBCOMPACT,4,8,13.9,277
MERCEDES-BENZ,AMG CLA 45 4MATIC,MINICOMPACT,2,4,10.3,217
MERCEDES-BENZ,AMG CLS 53 4MATIC+,COMPACT,3,6,12.4,235
MERCEDES-BENZ,AMG E 53 4MATIC+,MID-SIZE,3,6,11.2,232
MERCEDES-BENZ,AMG E 53 4MATIC+ Cabriolet,SUBCOMPACT,3,6,12.5,245
MERCEDES-BENZ,AMG E 53 4MATIC+ Coupe,SUBCOMPACT,3,6,12.3,237
MERCEDES-BENZ,AMG E 53 4MATIC+ Wagon,STATION WAGON - MID-SIZE,3,6,11.5,239
MERCEDES-BENZ,AMG E 63 S 4MATIC+,MID-SIZE,4,8,16,318
MERCEDES-BENZ,AMG E 63 S 4MATIC+ Wagon,STATION WAGON - MID-SIZE,4,8,14.6,299
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,4,8,18.1,396
MERCEDES-BENZ,AMG GLA 45 4MATIC,STATION WAGON - MID-SIZE,2,4,10.7,225
MERCEDES-BENZ,AMG GLC 43 4MATIC,SUV - SMALL,3,6,12.5,262
MERCEDES-BENZ,AMG GLC 43 4MATIC Coupe,SUV - SMALL,3,6,12.6,265
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+,SUV - SMALL,4,8,15,309
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+ Coupe,SUV - SMALL,4,8,15,309
MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3,6,14,292
MERCEDES-BENZ,AMG GLE 43 4MATIC Coupe,SUV - STANDARD,3,6,14.1,297
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,4.7,8,17.7,370
MERCEDES-BENZ,AMG GLE 63 S 4MATIC Coupe,SUV - STANDARD,4.7,8,17.2,357
MERCEDES-BENZ,AMG GLS 63 4MATIC,SUV - STANDARD,4.7,8,17.8,370
MERCEDES-BENZ,AMG GT 53 4MATIC+ Coupe,COMPACT,3,6,12.4,264
MERCEDES-BENZ,AMG GT 63 4MATIC+ Coupe,COMPACT,4,8,15.5,323
MERCEDES-BENZ,AMG GT 63 S 4MATIC+ Coupe,COMPACT,4,8,15.6,324
MERCEDES-BENZ,AMG GT C Coupe,TWO-SEATER,4,8,15.3,315
MERCEDES-BENZ,AMG GT C Roadster,TWO-SEATER,4,8,15.2,315
MERCEDES-BENZ,AMG GT R Coupe,TWO-SEATER,4,8,15.9,327
MERCEDES-BENZ,AMG S 63 4MATIC+,FULL-SIZE,4,8,14.1,275
MERCEDES-BENZ,AMG S 63 4MATIC+ Cabriolet,SUBCOMPACT,4,8,15.8,306
MERCEDES-BENZ,AMG S 63 4MATIC+ Coupe,COMPACT,4,8,14,271
MERCEDES-BENZ,AMG S 65,FULL-SIZE,6,12,18.6,356
MERCEDES-BENZ,AMG S 65 Cabriolet,SUBCOMPACT,6,12,17.1,337
MERCEDES-BENZ,AMG S 65 Coupe,COMPACT,6,12,17.6,343
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,15.3,303
MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3,6,11.8,238
MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2,4,9.8,196
MERCEDES-BENZ,B 250 4MATIC,STATION WAGON - SMALL,2,4,10.3,215
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2,4,11,219
MERCEDES-BENZ,C 300 4MATIC Cabriolet,SUBCOMPACT,2,4,11.3,231
MERCEDES-BENZ,C 300 4MATIC Coupe,SUBCOMPACT,2,4,10.9,221
MERCEDES-BENZ,C 300 4MATIC Wagon,STATION WAGON - SMALL,2,4,10.9,221
MERCEDES-BENZ,CLA 250,MINICOMPACT,2,4,9.6,193
MERCEDES-BENZ,CLA 250 4MATIC,MINICOMPACT,2,4,9.9,204
MERCEDES-BENZ,CLS 450 4MATIC,COMPACT,3,6,11.3,213
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2,4,11,228
MERCEDES-BENZ,E 450 4MATIC,MID-SIZE,3,6,11.8,244
MERCEDES-BENZ,E 450 4MATIC Cabriolet,SUBCOMPACT,3,6,12.7,271
MERCEDES-BENZ,E 450 4MATIC Coupe,SUBCOMPACT,3,6,12.5,257
MERCEDES-BENZ,E 450 4MATIC Wagon,STATION WAGON - MID-SIZE,3,6,12.3,254
MERCEDES-BENZ,G 550,SUV - STANDARD,4,8,18,378
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2,4,10.1,209
MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2,4,11,234
MERCEDES-BENZ,GLC 300 4MATIC Coupe,SUV - SMALL,2,4,10.8,234
MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3,6,13.5,282
MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,3,6,14.9,312
MERCEDES-BENZ,GLS 550 4MATIC,SUV - STANDARD,4.7,8,17.2,355
MERCEDES-BENZ,Maybach S 560 4MATIC,FULL-SIZE,4,8,14.4,286
MERCEDES-BENZ,Maybach S 650,FULL-SIZE,6,12,18.4,355
MERCEDES-BENZ,Metris Cargo,SPECIAL PURPOSE VEHICLE,2,4,11.5,251
MERCEDES-BENZ,Metris Cargo LWB,SPECIAL PURPOSE VEHICLE,2,4,11.3,248
MERCEDES-BENZ,Metris Passenger,SPECIAL PURPOSE VEHICLE,2,4,12.3,268
MERCEDES-BENZ,S 450 4MATIC SWB,MID-SIZE,3,6,12.8,253
MERCEDES-BENZ,S 560 Cabriolet,SUBCOMPACT,4,8,13.8,275
MERCEDES-BENZ,S 560 4MATIC,FULL-SIZE,4,8,13.5,265
MERCEDES-BENZ,S 560 4MATIC SWB,MID-SIZE,4,8,13.5,265
MERCEDES-BENZ,SL 450,TWO-SEATER,3,6,11.8,241
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,13.5,270
MERCEDES-BENZ,SLC 300,TWO-SEATER,2,4,10,205
MINI,Cooper 3 Door,SUBCOMPACT,1.5,3,8.8,184
MINI,Cooper 3 Door,SUBCOMPACT,1.5,3,8.5,175
MINI,Cooper 5 Door,SUBCOMPACT,1.5,3,8.8,184
MINI,Cooper 5 Door,SUBCOMPACT,1.5,3,8.4,175
MINI,Cooper Clubman ALL4,MID-SIZE,1.5,3,10.2,212
MINI,Cooper Clubman ALL4,MID-SIZE,1.5,3,10.5,214
MINI,Cooper Convertible,MINICOMPACT,1.5,3,8.8,184
MINI,Cooper Convertible,MINICOMPACT,1.5,3,8.4,175
MINI,Cooper Countryman ALL4,STATION WAGON - SMALL,1.5,3,10.3,215
MINI,Cooper Countryman ALL4,STATION WAGON - SMALL,1.5,3,10.5,214
MINI,Cooper S 3 Door,SUBCOMPACT,2,4,9.3,197
MINI,Cooper S 3 Door,SUBCOMPACT,2,4,10.2,210
MINI,Cooper S 5 Door,SUBCOMPACT,2,4,9.3,197
MINI,Cooper S 5 Door,SUBCOMPACT,2,4,10.2,210
MINI,Cooper S Clubman ALL4,MID-SIZE,2,4,10.4,214
MINI,Cooper S Clubman ALL4,MID-SIZE,2,4,11.4,227
MINI,Cooper S Convertible,MINICOMPACT,2,4,9.4,197
MINI,Cooper S Convertible,MINICOMPACT,2,4,10.2,210
MINI,Cooper S Countryman ALL4,MID-SIZE,2,4,10.5,215
MINI,Cooper S Countryman ALL4,MID-SIZE,2,4,11.3,228
MINI,John Cooper Works 3 Door,SUBCOMPACT,2,4,9.3,197
MINI,John Cooper Works 3 Door,SUBCOMPACT,2,4,10.2,210
MINI,John Cooper Works Clubman ALL4,MID-SIZE,2,4,10.4,214
MINI,John Cooper Works Clubman ALL4,MID-SIZE,2,4,11.4,227
MINI,John Cooper Works Convertible,MINICOMPACT,2,4,9.4,197
MINI,John Cooper Works Convertible,MINICOMPACT,2,4,10.8,220
MINI,John Cooper Works Countryman ALL4,MID-SIZE,2,4,10.6,220
MINI,John Cooper Works Countryman ALL4,MID-SIZE,2,4,11.3,228
MITSUBISHI,Eclipse Cross 4WD,SUV - SMALL,1.5,4,9.6,216
MITSUBISHI,Mirage,COMPACT,1.2,3,6.6,143
MITSUBISHI,Mirage,COMPACT,1.2,3,7.1,151
MITSUBISHI,Mirage G4,COMPACT,1.2,3,6.9,148
MITSUBISHI,Mirage G4,COMPACT,1.2,3,7.2,153
MITSUBISHI,Outlander 4WD,SUV - SMALL,2.4,4,9.9,212
MITSUBISHI,Outlander 4WD,SUV - SMALL,3,6,12,246
MITSUBISHI,RVR,SUV - SMALL,2,4,9.7,206
MITSUBISHI,RVR 4WD,SUV - SMALL,2,4,10.1,213
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,10.3,218
NISSAN,370Z,TWO-SEATER,3.7,6,12.6,261
NISSAN,370Z,TWO-SEATER,3.7,6,13.3,270
NISSAN,370Z Roadster,TWO-SEATER,3.7,6,13,271
NISSAN,370Z Roadster,TWO-SEATER,3.7,6,13.6,279
NISSAN,Altima,MID-SIZE,2.5,4,8.6,174
NISSAN,Altima SR/Platinum,MID-SIZE,2,4,9.1,190
NISSAN,Altima SR/Platinum,MID-SIZE,2.5,4,8.5,177
NISSAN,Altima AWD,MID-SIZE,2.5,4,9.1,186
NISSAN,Altima AWD SR/Platinum,MID-SIZE,2.5,4,9.3,190
NISSAN,Armada 4WD,SUV - STANDARD,5.6,8,17.7,364
NISSAN,Frontier,PICKUP TRUCK - SMALL,2.5,4,13.7,290
NISSAN,Frontier,PICKUP TRUCK - SMALL,4,6,14.7,299
NISSAN,Frontier 4WD,PICKUP TRUCK - SMALL,4,6,15.8,326
NISSAN,Frontier 4WD,PICKUP TRUCK - SMALL,4,6,15.1,317
NISSAN,GT-R,SUBCOMPACT,3.8,6,14.2,295
NISSAN,Kicks,MID-SIZE,1.6,4,7.7,169
NISSAN,Maxima,MID-SIZE,3.5,6,11.6,233
NISSAN,Micra,COMPACT,1.6,4,9,188
NISSAN,Micra,COMPACT,1.6,4,8.7,186
NISSAN,Murano,STATION WAGON - MID-SIZE,3.5,6,11.7,240
NISSAN,Murano AWD,STATION WAGON - MID-SIZE,3.5,6,11.7,242
NISSAN,NV200 Cargo Van,SPECIAL PURPOSE VEHICLE,2,4,9.8,218
NISSAN,Pathfinder,SUV - SMALL,3.5,6,11.6,240
NISSAN,Pathfinder 4WD,SUV - SMALL,3.5,6,12.1,250
NISSAN,Pathfinder 4WD Platinum,SUV - SMALL,3.5,6,12.4,259
NISSAN,Qashqai,STATION WAGON - SMALL,2,4,8.6,188
NISSAN,Qashqai,STATION WAGON - SMALL,2,4,10.1,217
NISSAN,Qashqai AWD,STATION WAGON - SMALL,2,4,9.1,198
NISSAN,Rogue,SUV - SMALL,2.5,4,9.1,192
NISSAN,Rogue AWD,SUV - SMALL,2.5,4,9.6,204
NISSAN,Sentra,MID-SIZE,1.8,4,8.1,172
NISSAN,Sentra,MID-SIZE,1.8,4,8.8,183
NISSAN,Sentra (Turbo),MID-SIZE,1.6,4,8.9,193
NISSAN,Sentra (Turbo),MID-SIZE,1.6,4,9.1,195
NISSAN,Sentra Nismo,MID-SIZE,1.6,4,9.4,205
NISSAN,Sentra Nismo,MID-SIZE,1.6,4,9.5,204
NISSAN,Titan,PICKUP TRUCK - STANDARD,5.6,8,15,312
NISSAN,Titan 4WD,PICKUP TRUCK - STANDARD,5.6,8,15.2,315
NISSAN,Titan 4WD Pro-4X,PICKUP TRUCK - STANDARD,5.6,8,15.9,331
NISSAN,Versa,MID-SIZE,1.6,4,7.6,164
NISSAN,Versa,MID-SIZE,1.6,4,8.6,180
PORSCHE,911 Carrera,MINICOMPACT,3,6,10.6,221
PORSCHE,911 Carrera,MINICOMPACT,3,6,11.8,237
PORSCHE,911 Carrera Cabriolet,MINICOMPACT,3,6,10.8,227
PORSCHE,911 Carrera Cabriolet,MINICOMPACT,3,6,12,241
PORSCHE,911 Carrera GTS,MINICOMPACT,3,6,11.5,243
PORSCHE,911 Carrera GTS,MINICOMPACT,3,6,13,260
PORSCHE,911 Carrera GTS Cabriolet,MINICOMPACT,3,6,11.8,249
PORSCHE,911 Carrera GTS Cabriolet,MINICOMPACT,3,6,12.7,258
PORSCHE,911 Carrera S,MINICOMPACT,3,6,10.8,226
PORSCHE,911 Carrera S,MINICOMPACT,3,6,12.1,242
PORSCHE,911 Carrera S Cabriolet,MINICOMPACT,3,6,10.8,228
PORSCHE,911 Carrera S Cabriolet,MINICOMPACT,3,6,12.1,243
PORSCHE,911 Carrera T,MINICOMPACT,3,6,11.9,248
PORSCHE,911 Carrera T,MINICOMPACT,3,6,14.6,286
PORSCHE,911 Carrera 4,MINICOMPACT,3,6,10.7,225
PORSCHE,911 Carrera 4,MINICOMPACT,3,6,12.1,242
PORSCHE,911 Carrera 4 Cabriolet,MINICOMPACT,3,6,11,230
PORSCHE,911 Carrera 4 Cabriolet,MINICOMPACT,3,6,12.2,246
PORSCHE,911 Carrera 4 GTS,MINICOMPACT,3,6,11.8,248
PORSCHE,911 Carrera 4 GTS,MINICOMPACT,3,6,12.8,257
PORSCHE,911 Carrera 4 GTS Cabriolet,MINICOMPACT,3,6,11.9,250
PORSCHE,911 Carrera 4 GTS Cabriolet,MINICOMPACT,3,6,12.9,260
PORSCHE,911 Carrera 4S,MINICOMPACT,3,6,11.1,232
PORSCHE,911 Carrera 4S,MINICOMPACT,3,6,12.1,243
PORSCHE,911 Carrera 4S Cabriolet,MINICOMPACT,3,6,11,231
PORSCHE,911 Carrera 4S Cabriolet,MINICOMPACT,3,6,12.2,246
PORSCHE,911 GT2 RS,TWO-SEATER,3.8,6,15.3,315
PORSCHE,911 GT3,TWO-SEATER,4,6,15.8,324
PORSCHE,911 GT3,TWO-SEATER,4,6,18,352
PORSCHE,911 GT3 RS,TWO-SEATER,4,6,16.1,335
PORSCHE,911 GT3 Touring,TWO-SEATER,4,6,16.4,334
PORSCHE,911 Speedster,TWO-SEATER,4,6,17.4,350
PORSCHE,911 Targa 4,MINICOMPACT,3,6,10.9,228
PORSCHE,911 Targa 4,MINICOMPACT,3,6,12.2,246
PORSCHE,911 Targa 4 GTS,MINICOMPACT,3,6,12.1,251
PORSCHE,911 Targa 4 GTS,MINICOMPACT,3,6,13.2,266
PORSCHE,911 Targa 4S,MINICOMPACT,3,6,11.1,233
PORSCHE,911 Targa 4S,MINICOMPACT,3,6,12.2,246
PORSCHE,911 Turbo,MINICOMPACT,3.8,6,12.6,266
PORSCHE,911 Turbo Cabriolet,MINICOMPACT,3.8,6,12.7,267
